;Unnamed: 0;municipio;codigo;area_territorial;populacao_estimada;densidade_demografica;escolarizacao;idhm;mortalidade_infantil;pib_per_capita;uf;receitas_realizadas;despesas_empenhadas;saldo_receitas_despesas;cidade;estado;longitude;latitude;altitude;unidades;unidades_urbanas;unidades_rurais;area_plantada;producao_graos;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;tipo_rural_urbano;GVA_agropecuaria;GVA_industria;GVA_Servicos;GVA_publico;GDP;GDP_populacao;GDP_per_capita;estabelecimentos;carros;motos
3909;4208;Ritápolis;3156106;404,805;4562;12,17;98,6;0,653;23,81;14299,08;MG;9919,85436;10078,53174;-158,67738;Ritápolis;MG;-44.32347752;-21.02325327;1011.69;1691;1168;523;852;4633;0.649;0.815;0.526;Rural Adjacente;14207.51;7769.19;17417.7;19768.05;61425.62;4862;12633.82;107;974;596
3910;4209;Rochedo de Minas;3156205;79,402;2320;26,65;96;0,684;34,48;11264,61;MG;14936,82418;12151,14605;2785,67813;Rochedo de Minas;MG;-43.02206851;-21.63145963;337.01;703;636;67;8;39;0.663;0.849;0.569;Rural Adjacente;2891.78;1767.38;7508.16;12288.85;25333.59;2278;11120.98;35;480;229
3911;4210;Rodeiro;3156304;72,673;8224;94,49;95,2;0,668;18,87;52153,01;MG;21275,54447;18780,46136;2495,08311;Rodeiro;MG;-42.86867626;-21.20070508;336.32;2046;1656;390;93;496;0.703;0.797;0.532;Urbano;36698.81;201679.36;63945.83;30048.97;369829.4;7758;47670.71;277;1794;1369
3912;4211;Romaria;3156403;407,557;3520;8,82;100;0,708;30,3;37536,63;MG;18459,11585;13914,94052;4544,17533;Romaria;MG;-47.5817549;-18.88348003;944.43;1142;883;259;21374;134698;0.722;0.813;0.604;Rural Adjacente;99315.71;13.95;31152.03;18;167.16;3650;45797.13;77;899;278
3913;4212;Rosário da Limeira;3156452;111,156;4622;38,21;99,5;0,662;40;10425,98;MG;19610,96456;15667,0835;3943,88106;Rosário da Limeira;MG;-42.50605997;-20.9812982;745.45;1421;803;618;1056;5153;0.653;0.812;0.548;Rural Adjacente;8508.13;6270.24;13.65;20649.69;50.85;4553;11168.04;77;993;1147
3914;4213;Rubelita;3156502;1110,295;5798;7;96,7;0,582;47,62;8330,69;MG;17788,18801;16878,47195;909,71606;Rubelita;MG;-42.26476233;-16.40296642;439.34;2238;747;1491;735;913;0.552;0.808;0.443;Rural Remoto;6.72;3555.73;13094.67;27176.52;52.91;6937;7627.05;68;314;548
3915;4214;Rubim;3156601;965,174;10256;10,28;98,3;0,609;31,91;8223,43;MG;25197,26622;21276,55217;3920,71405;Rubim;MG;-40.53694147;-16.37297352;235.55;3072;2370;702;273;450;0.589;0.817;0.469;Rural Remoto;11243.08;3261.69;24522.58;40150.77;81651.4;10354;7885.98;92;663;1065
3916;4215;Sabará;3156700;302,453;137125;417,87;97,3;0,731;15,72;18562,94;MG;282359,1289;238256,2737;44102,85518;Sabará;MG;-43.82555709;-19.89249451;694.36;36485;35519;966;95;1003;0.699;0.833;0.67;Urbano;1955.55;743.8;849945.21;489530.17;2280778.58;135196;16870.16;1588;28400;12986
3917;4216;Sabinópolis;3156809;919,811;15416;17,07;96,8;0,638;30,49;11435,39;MG;37752,86622;31752,9515;5999,91472;Sabinópolis;MG;-43.08820364;-18.67181465;734.54;4663;3006;1657;1217;2958;0.637;0.812;0.502;Rural Adjacente;26.65;6980.02;76331.99;58070.47;179694.06;15961;11258.32;267;2181;2798
3918;4217;Sacramento;3156908;3073,268;26374;7,78;97,3;0,732;12,01;59030,98;MG;116576,4305;90724,37301;25852,05747;Sacramento;MG;-47.43655532;-19.86357634;863.73;7623;6114;1509;104169;585743;0.726;0.871;0.619;Urbano;313312.73;509743.57;332588.33;121.1;1345656.9;25819;52118.86;823;8868;2864
3919;4218;Salinas;3157005;1862,117;41699;20,75;97,2;0,679;10,25;13285,63;MG;78169,89146;69493,41978;8676,47168;Salinas;MG;-42.29350647;-16.16985573;476.34;11776;9151;2625;3646;6873;0.697;0.815;0.551;Urbano;22241.15;63430.85;259891.47;149594.78;545535.57;41494;13147.34;1190;6042;9041
3920;4219;Salto da Divisa;3157104;938,008;7012;7,31;97,4;0,608;24,1;13700,05;MG;24675,24486;23184,70349;1490,54137;Salto da Divisa;MG;-39.95075602;-15.9975707;128.02;1979;1610;369;104;148;0.586;0.846;0.453;Intermediário Adjacente;12.61;16608.86;27390.04;31175.8;91349.17;7117;12835.35;53;226;230
3921;4220;Santa Bárbara;3157203;684,505;31604;40,75;96,9;0,707;14,49;24958,46;MG;97196,94575;83429,79219;13767,15356;Santa Bárbara;MG;-43.40522099;-19.96559119;757.83;8001;7104;897;125;710;0.676;0.816;0.642;Urbano;7.5;252842.57;259974.08;130843.58;692.92;30436;22766.6;613;8569;2622
3922;4221;Santa Bárbara do Leste;3157252;107,402;8181;71,53;96,5;0,613;12,99;9700,87;MG;18652,59508;15887,56004;2765,03504;Santa Bárbara do Leste;MG;-42.14084058;-19.97579267;785;2362;1246;1116;3868;27602;0.608;0.8;0.473;Rural Adjacente;15031.12;3150.69;24944.31;31.63;78.76;8144;9670.44;87;1813;1600
3923;4222;Santa Bárbara do Monte Verde;3157278;417,925;3182;6,67;98,4;0,606;50;12513,72;MG;13937,55452;12319,31955;1618,23497;Santa Bárbara do Monte Verde;MG;-43.70177417;-21.95726702;732.44;946;575;371;19;111;0.617;0.823;0.438;Rural Adjacente;13575.42;1460.87;8.12;15739.72;39.97;3067;13033.5;65;1874;539
3924;4223;Santa Bárbara do Tugúrio;3157302;194,564;4407;23,49;97,3;0,637;31,25;12202,25;MG;15641,45854;14865,48006;775,97848;Santa Bárbara do Tugúrio;MG;-43.55894878;-21.24620839;631.94;1385;697;688;567;2515;0.616;0.81;0.517;Rural Adjacente;5.9;3525.89;17887.51;20440.25;50324.37;4603;10932.95;65;900;516
3925;4224;Santa Cruz de Minas;3157336;3,565;8664;2206,17;98,7;0,706;9,9;10348,27;MG;15672,87876;13669,03368;2003,84508;Santa Cruz de Minas;MG;-44.22325785;-21.11947103;908.71;2520;2520;;0;0;0.66;0.839;0.636;Urbano;218.05;5.18;36085.18;29902.03;74.88;8489;8820.93;205;1730;1474
3926;4225;Santa Cruz de Salinas;3157377;589,607;4107;7,46;99,6;0,577;25;8659,46;MG;15258,40169;14386,51949;871,8822;Santa Cruz de Salinas;MG;-41.75035453;-16.09435564;766.6;1283;367;916;1365;448;0.548;0.757;0.463;Rural Adjacente;3.58;1033.03;10072.23;20156.1;36244.52;4359;8314.87;66;279;632
3927;4226;Santa Cruz do Escalvado;3157401;258,726;4725;19,29;97,2;0,625;25;9823,43;MG;22653,00566;16144,33788;6508,66778;Santa Cruz do Escalvado;MG;-42.81845285;-20.23827726;435.73;1573;559;1014;1109;3783;0.618;0.815;0.485;Rural Adjacente;10285.91;1600.45;9188.46;20981.47;45423.19;4981;9119.29;50;838;778
3928;4227;Santa Efigênia de Minas;3157500;131,965;4381;34,86;95,2;0,607;15,87;8712,77;MG;14570,44474;11683,08148;2887,36326;Santa Efigênia de Minas;MG;-42.43931267;-18.81983782;696.57;1327;895;432;101;124;0.579;0.793;0.487;Rural Adjacente;2855.79;3963.56;10327.93;19512.56;37734.04;4604;8195.93;43;493;1001
3929;4228;Santa Fé de Minas;3157609;2917,448;3826;1,36;97,2;0,615;18,87;9504,73;MG;15425,91728;13551,32658;1874,5907;Santa Fé de Minas;MG;-45.41363312;-16.68737345;499.61;1160;644;516;270;792;0.589;0.804;0.492;Rural Adjacente;7909.96;1920.06;9309.42;17196.92;37508.62;3997;9384.19;54;153;219
3930;4229;Santa Helena de Minas;3157658;276,433;6386;21,9;89,2;0,567;10,64;6931,24;MG;15693,63082;14814,28049;879,35033;Santa Helena de Minas;MG;-40.68628864;-16.93630753;295.56;1505;1074;431;193;863;0.531;0.723;0.474;Rural Adjacente;5041.16;915.63;10105.16;24.31;41384.65;6387;6479.51;60;375;579
3931;4230;Santa Juliana;3157708;723,784;14255;15,66;92;0,706;10,1;47871,43;MG;50051,78661;43148,66172;6903,12489;Santa Juliana;MG;-47.52714433;-19.31129893;938.73;3451;2962;489;34694;305090;0.726;0.868;0.558;Intermediário Adjacente;126738.78;209335.87;192091.37;56.08;643078.67;13165;48847.6;313;3907;949
3932;4231;Santa Luzia;3157807;235,205;220444;862,38;96,7;0,715;9,9;17291,87;MG;405174,5992;386316,2584;18858,34079;Santa Luzia;MG;-43.85000726;-19.76761685;746.13;58363;58233;130;14;292;0.682;0.859;0.625;Urbano;3536;974492.03;1202881.73;714.65;3303797.19;217610;15182.19;2735;53387;21060
3933;4232;Santa Margarida;3157906;255,73;16302;58,7;93,2;0,61;13,39;16815,82;MG;34627,65223;29332,42058;5295,23165;Santa Margarida;MG;-42.25253578;-20.37792543;805.81;4321;2274;2047;10684;89562;0.635;0.785;0.455;Rural Adjacente;118042.03;11792.84;64983.57;59.65;262266.54;16080;16310.11;393;4268;2635
3934;4233;Santa Maria de Itabira;3158003;597,441;10857;17,66;98,3;0,648;14,71;15028,24;MG;24151,44054;33984,79782;-9833,35728;Santa Maria de Itabira;MG;-43.11014984;-19.45901077;527.08;2871;1733;1138;121;889;0.622;0.821;0.533;Rural Adjacente;11780.93;10151.65;69137.73;41360.43;146024.16;10986;13291.84;210;2036;1544
3935;4234;Santa Maria do Salto;3158102;440,605;5217;11,99;97,7;0,613;21,28;7454,96;MG;14328,79296;13794,81302;533,97994;Santa Maria do Salto;MG;-40.14693301;-16.24757268;217.81;1602;1153;449;289;492;0.593;0.765;0.507;Rural Adjacente;4.22;1099.66;10477.07;22202.56;38979.96;5387;7235.93;51;295;454
3936;4235;Santa Maria do Suaçuí;3158201;624,047;14611;23,07;96,9;0,64;15,46;8955,42;MG;36807,11611;25356,2178;11450,89831;Santa Maria do Suaçuí;MG;-42.41780245;-18.1922522;485.69;4150;3140;1010;993;1929;0.629;0.817;0.511;Rural Adjacente;15014;5672.23;49850.13;49121.64;125520.82;14883;8433.84;208;1731;1848
3937;4236;Santana da Vargem;3158300;172,444;7073;41,93;98,8;0,698;11,9;20419,6;MG;20134,57239;17014,80138;3119,77101;Santana da Vargem;MG;-45.50712105;-21.24896218;823.72;2205;1649;556;10418;80016;0.681;0.85;0.587;Rural Adjacente;49318.93;10784.08;56776.65;30.61;157788.11;7336;21508.74;190;2005;554
3938;4237;Santana de Cataguases;3158409;161,486;3891;22,43;100;0,694;83,33;10003,2;MG;14969,06219;13998,4426;970,61959;Santana de Cataguases;MG;-42.55460495;-21.28402808;268.86;1214;978;236;36;228;0.643;0.793;0.655;Rural Adjacente;14212.8;1954.43;10399.07;16392.84;44210.4;3856;11465.35;79;645;629
3939;4238;Santana de Pirapama;3158508;1255,832;7589;6,38;99,5;0,628;16,67;10462,27;MG;17699,75416;14837,42595;2862,32821;Santana de Pirapama;MG;-44.03810251;-19.006886;595.46;2520;995;1525;383;2342;0.617;0.816;0.493;Rural Adjacente;38.5;3759.61;17899.73;29620.84;92499.72;7997;11566.8;113;1012;804
3940;4239;Santana do Deserto;3158607;182,655;3981;21,13;95,9;0,651;23,26;9898,75;MG;15111,16577;13767,79927;1343,3665;Santana do Deserto;MG;-43.17231783;-21.94969204;415.62;1175;456;719;157;931;0.66;0.849;0.493;Urbano;4193.53;2599.62;10974.01;18499.37;37431.95;4024;9302.17;47;1034;325
3941;4240;Santana do Garambéu;3158706;203,074;2476;11;99;0,667;55,56;11762,91;MG;13244,31392;12114,19695;1130,11697;Santana do Garambéu;MG;-44.11087343;-21.60183186;1044.52;667;505;162;223;536;0.648;0.822;0.558;Rural Adjacente;5.6;860.71;7431.77;13921.37;28529.45;2419;11793.9;29;359;224
3942;4241;Santana do Jacaré;3158805;106,169;4834;43,39;99,6;0,647;15,63;15635,2;MG;14496,70163;12530,73445;1965,96718;Santana do Jacaré;MG;-45.12804857;-20.90167749;815.8;1510;1455;55;550;4497;0.655;0.79;0.523;Intermediário Adjacente;7.43;13975.64;25070.74;20520.67;71.78;4845;14814.35;77;1069;271
3943;4242;Santana do Manhuaçu;3158904;347,362;8667;24,71;96;0,621;18,18;12404,81;MG;18211,06721;16005,85144;2205,21577;Santana do Manhuaçu;MG;-41.92349746;-20.10854617;504.38;2557;1281;1276;7394;64752;0.622;0.809;0.475;Rural Adjacente;28840.78;6115.88;28024.87;33758.72;101591.87;8849;11480.6;86;1480;1864
3944;4243;Santana do Paraíso;3158953;276,067;35369;98,76;97,1;0,685;2,97;14932,67;MG;57990,21968;55456,43713;2533,78255;Santana do Paraíso;MG;-42.55258295;-19.36909852;268.32;7904;7311;593;31;114;0.663;0.878;0.552;Urbano;9162.03;123766.71;198516.72;117024.11;502911.63;32232;15602.87;567;4551;2508
3945;4244;Santana do Riacho;3159001;677,207;4315;5,94;98,2;0,665;19,23;14240,9;MG;16850,37815;15122,3097;1728,06845;Santana do Riacho;MG;-43.7114593;-19.17009187;767.38;1288;728;560;41;127;0.641;0.834;0.551;Rural Adjacente;1623.33;4962.61;30.3;19676.25;59865.24;4280;13987.21;142;679;474
3946;4245;Santana dos Montes;3159100;196,565;3765;19,44;96,8;0,647;27,78;8416,57;MG;13084,65923;10835,80112;2248,85811;Santana dos Montes;MG;-43.70599828;-20.78973485;766.37;1149;699;450;459;1241;0.608;0.801;0.557;Rural Adjacente;5.23;1657.61;10285.03;17.39;35660.72;3892;9162.57;56;566;546
3947;4246;Santa Rita de Caldas;3159209;503,011;8924;17,95;98,4;0,69;11,24;15941,83;MG;22856,57478;19798,64051;3057,93427;Santa Rita de Caldas;MG;-46.33862578;-22.02643549;1122.53;3118;1997;1121;2871;21126;0.693;0.823;0.576;Rural Adjacente;52043.82;22294.09;51.19;34911.85;169895.15;9208;18450.82;200;3178;1629
3948;4247;Santa Rita de Jacutinga;3159308;420,94;4863;11,86;99;0,682;40,82;10837,31;MG;15734,64106;14374,86447;1359,77659;Santa Rita de Jacutinga;MG;-44.10044185;-22.14846112;551.21;1775;1363;412;16;344;0.676;0.826;0.567;Rural Adjacente;11413.24;1997.53;18309.62;20.91;54910.63;5054;10864.79;117;1497;680
3949;4248;Santa Rita de Minas;3159357;68,153;7268;96,06;95,8;0,613;33,33;10861,02;MG;16304,65446;14908,25234;1396,40212;Santa Rita de Minas;MG;-42.13178084;-19.87521017;645.64;2036;1523;513;1943;14622;0.627;0.791;0.464;Intermediário Adjacente;13411.37;9459.71;25164.36;29044.72;82.06;7097;11562.09;99;1180;910
3950;4249;Santa Rita de Ibitipoca;3159407;324,234;3402;11,05;99,1;0,63;43,48;15926,55;MG;14558,62015;12440,54818;2118,07197;Santa Rita de Ibitipoca;MG;-43.91676052;-21.56123008;1089.85;1098;702;396;296;1082;0.625;0.793;0.505;Rural Adjacente;7.35;11879.76;14562.03;17.21;55.37;3580;15465.18;42;571;327
3951;4250;Santa Rita do Itueto;3159506;485,081;5457;11,74;97;0,607;25,97;22114,49;MG;16906,15052;15447,09018;1459,06034;Santa Rita do Itueto;MG;-41.37927822;-19.35981301;305.1;1788;728;1060;6632;64231;0.609;0.779;0.472;Rural Adjacente;66.32;7.08;22.37;23686.31;121755.99;5719;21289.73;51;883;1614
3952;4251;Santa Rita do Sapucaí;3159605;352,969;43753;106,96;98;0,721;5,67;36846,9;MG;89451,88306;76633,86846;12818,0146;Santa Rita do Sapucaí;MG;-45.70398819;-22.25332983;827.38;11237;9726;1511;4331;49532;0.727;0.83;0.62;Urbano;48522.57;486712.02;631325.34;154382.07;1631461.39;41886;38950.04;1480;12205;5194
3953;4252;Santa Rosa da Serra;3159704;284,334;3357;11,34;98,8;0,705;31,25;16179,5;MG;15348,27871;13127,40637;2220,87234;Santa Rosa da Serra;MG;-45.97066443;-19.53262114;1006.46;1066;646;420;3006;35604;0.695;0.866;0.583;Rural Adjacente;17958.38;2940.29;12116.88;16548.89;50944.32;3377;15085.67;34;896;471
3954;4253;Santa Vitória;3159803;3001,357;19872;6,04;97,4;0,71;18,25;36716,53;MG;135887,2365;108792,2588;27094,97771;Santa Vitória;MG;-50.12346511;-18.84394798;493.13;6144;5023;1121;53315;300420;0.718;0.865;0.576;Intermediário Adjacente;187.09;119806.6;220448.85;114237.51;690.44;19520;35370.9;627;5122;3179
3955;4254;Santo Antônio do Amparo;3159902;488,885;18613;35,48;96,9;0,672;10,15;13460,72;MG;43115,92743;43882,40735;-766,47992;Santo Antônio do Amparo;MG;-44.91867494;-20.94624857;1008.33;5048;4392;656;7393;74157;0.641;0.823;0.576;Urbano;95089.31;16795.69;104808.11;71880.9;303913.06;18462;16461.55;319;4095;1140
3956;4255;Santo Antônio do Aventureiro;3160009;202,032;3602;17,51;98,4;0,671;62,5;12127,72;MG;13881,31021;11691,28227;2190,02794;Santo Antônio do Aventureiro;MG;-42.81163725;-21.75582818;650.89;1205;830;375;63;523;0.66;0.841;0.545;Rural Adjacente;11063.06;1838.59;11808.21;16515.41;42558.48;3664;11615.31;56;792;647
3957;4256;Santo Antônio do Grama;3160108;130,213;3886;31,37;97,1;0,633;16,67;17403,1;MG;15100,35583;14206,89684;893,45899;Santo Antônio do Grama;MG;-42.6138988;-20.31250028;429.71;1240;1031;209;556;3672;0.626;0.823;0.493;Intermediário Adjacente;9605;9869.89;17742.76;19488.87;69855.3;4087;17092.07;67;746;434
3958;4257;Santo Antônio do Itambé;3160207;305,737;3799;13,52;94,6;0,558;18,87;8576,25;MG;14756,2951;13550,09258;1206,20252;Santo Antônio do Itambé;MG;-43.30377941;-18.46897165;765.15;1075;344;731;177;534;0.537;0.794;0.408;Rural Adjacente;4657.54;944.42;8.27;17726.09;32655.13;4066;8031.27;37;475;540
3959;4258;Santo Antônio do Jacinto;3160306;503,706;11604;23,39;96,4;0,574;44,25;7441,49;MG;24944,54069;24525,82788;418,71281;Santo Antônio do Jacinto;MG;-40.17533733;-16.53768341;401.32;3590;1924;1666;398;1152;0.575;0.772;0.427;Rural Adjacente;8167.58;3605.35;23548.2;45.62;83105.01;11992;6930.04;120;750;1902
3960;4259;Santo Antônio do Monte;3160405;1125,78;28427;23,07;94,5;0,724;2,8;18790,88;MG;74077,78499;61029,39951;13048,38548;Santo Antônio do Monte;MG;-45.29393592;-20.08721925;943.06;8365;7080;1285;506;1767;0.736;0.84;0.615;Urbano;127149.52;36087.56;190029.32;106181.29;489251.17;27938;17512.03;761;10528;3198
3961;4260;Santo Antônio do Retiro;3160454;796,29;7297;8,73;95,9;0,57;12,5;6633,12;MG;18555,55152;18300,35494;255,19658;Santo Antônio do Retiro;MG;-42.62437652;-15.34263354;839.74;1798;451;1347;1177;4079;0.504;0.784;0.469;Rural Adjacente;5340.89;2.04;11625.8;30.34;50.6;7315;6917.34;64;521;1034
3962;4261;Santo Antônio do Rio Abaixo;3160504;107,269;1760;16,57;99,3;0,669;40;12245,62;MG;11824,2601;10184,80786;1639,45224;Santo Antônio do Rio Abaixo;MG;-43.25305718;-19.2256798;509.08;533;280;253;71;671;0.616;0.823;0.591;Rural Adjacente;2369.64;654.45;5944.73;10743.2;20409.13;1815;11244.7;27;189;301
3963;4262;Santo Hipólito;3160603;430,656;3065;7,52;97,7;0,657;33,33;10460,96;MG;14285,97157;11922,91447;2363,0571;Santo Hipólito;MG;-44.22169822;-18.28781019;530.68;1040;744;296;311;589;0.641;0.824;0.536;Rural Adjacente;11099.28;1507.16;9742.33;15353.74;38.96;3231;12056.82;34;313;364
3964;4263;Santos Dumont;3160702;637,373;46421;72,62;96,6;0,741;14,52;19047,48;MG;84091,38198;78633,21482;5458,16716;Santos Dumont;MG;-43.55375217;-21.45753199;863.28;14690;13177;1513;216;859;0.688;0.847;0.697;Urbano;18.01;211830.4;377744.5;167.96;919990.17;47560;19343.78;1046;10558;5210
3965;4264;São Bento Abade;3160801;80,403;5349;56,93;100;0,672;15,15;11813,87;MG;15676,66897;13794,90634;1881,76263;São Bento Abade;MG;-45.07536063;-21.57904802;969.68;1316;1215;101;2956;21816;0.651;0.801;0.581;Intermediário Adjacente;21565.21;4183.91;19727.09;22046.33;69905.44;5103;13698.89;45;1010;231
3966;4265;São Brás do Suaçuí;3160900;110,019;3754;31,93;84,2;0,664;22,73;13672,17;MG;19860,80532;18430,43812;1430,3672;São Brás do Suaçuí;MG;-43.95267465;-20.62650407;955.34;1104;991;113;91;899;0.675;0.801;0.541;Urbano;4571.58;3416.59;25859.08;21.98;59058.32;3730;15833.33;131;1171;371
3967;4266;São Domingos das Dores;3160959;60,865;5658;88,85;98,1;0,638;11,24;11695,09;MG;17556,47281;15636,55903;1919,91378;São Domingos das Dores;MG;-42.009508;-19.52944607;745.87;1562;772;790;2175;25394;0.602;0.8;0.539;Rural Adjacente;21544.6;3510.27;29286.68;23998.92;85369.02;5680;15029.76;73;1105;1483
3968;4267;São Domingos do Prata;3161007;743,768;17327;23,34;98,3;0,69;17,24;13557,94;MG;36345,23818;32758,66337;3586,57481;São Domingos do Prata;MG;-42.9603634;-19.8710279;580.55;5359;3255;2104;589;2628;0.674;0.823;0.593;Rural Adjacente;23649.05;19458.55;96411.31;67588.81;227494.77;17792;12786.35;331;4086;1829
3969;4268;São Félix de Minas;3161056;162,56;3362;20,8;99,1;0,62;24,39;10390;MG;16303,98036;15057,14438;1246,83598;São Félix de Minas;MG;-41.49035283;-18.58610559;535.03;1055;665;390;168;522;0.589;0.795;0.51;Rural Adjacente;5204.76;1791.55;9073.14;18933.33;36033.21;3460;10414.22;40;375;668
3970;4269;São Francisco;3161106;3308,1;56477;16,27;97,4;0,638;20,31;8713,69;MG;107274,0616;91432,05465;15842,00692;São Francisco;MG;-44.86131274;-15.95256381;473.74;13526;8823;4703;3614;18869;0.595;0.804;0.542;Urbano;45812;24150.22;180726.46;203456.63;478984.42;56619;8459.78;807;4648;9344
3971;4270;São Francisco de Paula;3161205;316,822;6520;20,46;96,8;0,66;13,16;14430,39;MG;19345,13524;16091,42106;3253,71418;São Francisco de Paula;MG;-44.98263062;-20.7135318;926.76;1980;1403;577;4970;43334;0.66;0.812;0.537;Rural Adjacente;29915.8;5118.45;32957.79;28047.8;100609.65;6671;15081.64;106;1657;936
3972;4271;São Francisco de Sales;3161304;1128,864;6274;5,12;94,8;0,688;37,04;23215,93;MG;27272,15866;23276,65327;3995,50539;São Francisco de Sales;MG;-49.76556632;-19.86511436;431;2040;1555;485;17538;86531;0.711;0.867;0.528;Intermediário Adjacente;62771.61;7.8;36758.15;29.65;142719.7;6188;23063.95;142;1495;708
3973;4272;São Francisco do Glória;3161403;164,613;4800;31,46;96,4;0,663;35,71;10495,41;MG;19776,22103;14718,96436;5057,25667;São Francisco do Glória;MG;-42.26822053;-20.79230142;720.84;1617;1012;606;1284;7047;0.647;0.833;0.541;Rural Adjacente;15129.84;2293.8;17496.64;23014.15;60469.16;5114;11824.24;71;979;594
3974;4273;São Geraldo;3161502;185,578;12562;55,3;96,8;0,651;21,51;17187,78;MG;23188,37247;20813,603;2374,76947;São Geraldo;MG;-42.83766413;-20.92084753;398.57;3221;2317;904;1020;4763;0.656;0.831;0.507;Rural Adjacente;7254.32;51.67;41126.19;41906.78;156966.83;11736;13374.81;194;1722;1389
3975;4274;São Geraldo da Piedade;3161601;152,336;3910;28,81;96,9;0,6;19,23;8567,92;MG;15654,86102;14952,74449;702,11653;São Geraldo da Piedade;MG;-42.28913507;-18.84403134;290.82;1243;327;916;262;843;0.625;0.774;0.447;Rural Adjacente;7450.9;1063;9995.46;17648.08;37.36;4251;8788.18;31;311;926
3976;4275;São Geraldo do Baixio;3161650;280,954;4059;12,41;97,4;0,63;52,63;9447,59;MG;13353,29092;12440,47885;912,81207;São Geraldo do Baixio;MG;-41.36362824;-18.91880852;204.92;1148;804;344;123;433;0.631;0.824;0.482;Rural Adjacente;9601.42;1.82;9494.08;17591.75;39609.53;3878;10213.91;44;330;357
3977;4276;São Gonçalo do Abaeté;3161700;2692,545;8459;2,33;98,2;0,67;40;30636,51;MG;26983,09832;23265,21676;3717,88156;São Gonçalo do Abaeté;MG;-45.83424615;-18.34111293;777.33;2018;1349;669;11081;47489;0.665;0.796;0.568;Rural Adjacente;62500.39;23562.91;77312.79;30.33;209325.07;6840;30603.08;147;1281;434
3978;4277;São Gonçalo do Pará;3161809;265,73;12597;39,13;98;0,689;20,83;19404,77;MG;29284,15911;28812,41954;471,73957;São Gonçalo do Pará;MG;-44.85718898;-19.98568473;755.62;3334;2531;803;135;568;0.682;0.842;0.57;Intermediário Adjacente;11868.2;52037.97;51027.63;48908.32;177.3;11823;14996.48;227;3162;2043
3979;4278;São Gonçalo do Rio Abaixo;3161908;363,828;11019;26,87;98,7;0,667;21,9;289925,44;MG;171746,3666;140763,2457;30983,1209;São Gonçalo do Rio Abaixo;MG;-43.34804002;-19.8318007;709.69;2757;1318;1439;380;2859;0.658;0.792;0.569;Rural Adjacente;8.07;1312806.94;445163.46;118235.79;1915.88;10683;179339.36;242;2692;865
3980;4279;São Gonçalo do Sapucaí;3162005;516,683;25561;46,27;98,8;0,715;10,34;23995,3;MG;52302,43308;48705,18978;3597,2433;São Gonçalo do Sapucaí;MG;-45.59463779;-21.89190514;860.91;7140;5928;1212;11896;88336;0.706;0.85;0.609;Urbano;86481.58;50635.52;328504.47;92032.41;633618.94;25399;24946.61;547;7036;1986
3981;4280;São Gotardo;3162104;866,087;35782;36,74;96,3;0,736;11,61;21634,89;MG;76324,71233;71900,25026;4424,46207;São Gotardo;MG;-46.05314404;-19.31270019;1060.39;10015;9386;629;8799;103373;0.739;0.855;0.632;Urbano;76607.94;56713.21;383905.11;127385.99;720.2;34728;20738.29;963;12320;4897
3982;4281;São João Batista do Glória;3162203;547,908;7498;12,57;97,9;0,724;44,94;19031,36;MG;31025,27197;29129,09605;1896,17592;São João Batista do Glória;MG;-46.50346147;-20.63903685;693.36;2283;1868;415;13957;53799;0.713;0.845;0.631;Intermediário Adjacente;31504.01;8617.83;37275.08;37525.42;121207.33;7387;16408.19;167;1962;1435
3983;4282;São João da Lagoa;3162252;998,015;4932;4,67;98,9;0,634;51,28;8676,64;MG;16886,02849;14018,3314;2867,69709;São João da Lagoa;MG;-44.34908856;-16.85205516;823.29;1446;711;735;1068;1994;0.575;0.813;0.546;Rural Adjacente;10407.45;1172.24;8758.39;21464.76;43021.83;4922;8740.72;49;401;396
3984;4283;São João da Mata;3162302;120,536;2746;22,66;93,3;0,653;52,63;15031,5;MG;12815,64102;11700,74588;1114,89514;São João da Mata;MG;-45.92652981;-21.93485282;895.84;906;588;318;1862;18853;0.676;0.822;0.501;Rural Adjacente;11427.99;1.5;11649.8;14183.2;40450.65;2810;14395.25;59;961;479
3985;4284;São João da Ponte;3162401;1851,102;25098;13,7;98;0,569;10,07;7580,28;MG;56946,12445;55698,03662;1248,08783;São João da Ponte;MG;-44.00895511;-15.92451307;719.03;6605;2359;4246;2697;4995;0.559;0.786;0.419;Rural Adjacente;20140.67;7905.46;58705.89;97543.91;192069.65;25880;7421.55;291;2007;3352
3986;4285;São João das Missões;3162450;678,274;13125;17,27;90,8;0,529;7,58;6087,87;MG;26487,69599;26230,14643;257,54956;São João das Missões;MG;-44.08126229;-14.88253348;481.49;989;623;366;1206;1999;0.502;0.776;0.381;Rural Remoto;3799.8;2132.97;15197.6;46355.85;69498.67;12760;5446.6;90;394;1265
3987;4287;São João do Manhuaçu;3162559;143,096;11674;71,6;96,7;0,65;17,24;13065,26;MG;25511,03356;22878,12035;2632,91321;São João do Manhuaçu;MG;-42.15215775;-20.39549987;844.85;3049;1502;1547;5088;56105;0.659;0.836;0.498;Rural Adjacente;36462.76;23713.89;51997.51;42651.2;165871.26;11262;14728.4;184;2605;1681
