;Unnamed: 0;municipio;codigo;area_territorial;populacao_estimada;densidade_demografica;escolarizacao;idhm;mortalidade_infantil;pib_per_capita;uf;receitas_realizadas;despesas_empenhadas;saldo_receitas_despesas;cidade;estado;longitude;latitude;altitude;unidades;unidades_urbanas;unidades_rurais;area_plantada;producao_graos;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;tipo_rural_urbano;GVA_agropecuaria;GVA_industria;GVA_Servicos;GVA_publico;GDP;GDP_populacao;GDP_per_capita;estabelecimentos;carros;motos
3988;4288;São João do Manteninha;3162575;137,928;5918;37,61;96,6;0,64;12,2;9401,12;MG;18660,11362;14431,19902;4228,9146;São João do Manteninha;MG;-41.15874844;-18.72783749;266.6;1714;1002;712;114;531;0.623;0.805;0.522;Rural Adjacente;7459.36;7755.94;20530.23;24587.99;63.31;5706;11095.53;170;746;1243
3989;4289;São João do Oriente;3162609;120,122;7444;65,55;96,5;0,648;16,81;10189,22;MG;18336,14205;16293,92032;2042,22173;São João do Oriente;MG;-42.15645989;-19.33766613;218.9;2527;2056;471;43;323;0.631;0.805;0.536;Rural Adjacente;6.67;9392.72;27770.15;30434.38;78219.98;7853;9960.52;148;1314;1251
3990;4290;São João do Pacuí;3162658;415,922;4448;9,76;98,7;0,625;25;7730,78;MG;15087,29717;13732,71118;1354,58599;São João do Pacuí;MG;-44.52957099;-16.53837514;631.28;1144;544;600;1508;1428;0.606;0.798;0.504;Rural Adjacente;7243.45;1196.2;6.76;19298.55;35312.8;4369;8082.58;43;275;417
3991;4291;São João do Paraíso;3162708;1925,575;23709;11,59;97,2;0,615;16,46;8435,1;MG;36929,53184;34198,33972;2731,19212;São João do Paraíso;MG;-42.01142244;-15.3184381;778.47;6035;2939;3096;4069;14152;0.583;0.808;0.493;Rural Adjacente;30668.37;11415.03;56714.1;83606.29;190.25;23630;8051.18;454;2861;4720
3992;4292;São João Evangelista;3162807;478,183;15767;32,53;96,2;0,638;14,15;10510,67;MG;34624,42999;31903,51488;2720,91511;São João Evangelista;MG;-42.77604814;-18.54518683;736.84;4566;3051;1515;507;1868;0.62;0.806;0.52;Rural Adjacente;16304.34;10.39;76.67;61193.51;176308.28;16070;10971.27;221;3243;2586
3993;4293;São João Nepomuceno;3162906;407,427;26447;61,5;97;0,708;13,75;15595,77;MG;59971,15156;50927,53864;9043,61292;São João Nepomuceno;MG;-43.01128577;-21.53569706;354.97;8265;7841;424;205;1610;0.696;0.85;0.6;Urbano;14560.64;71619.51;167183.95;99464.28;377800.19;26439;14289.5;935;7125;4073
3994;4294;São Joaquim de Bicas;3162922;71,758;32148;356,88;95,7;0,662;11,9;19984,58;MG;65084,58831;62252,10589;2832,48242;São Joaquim de Bicas;MG;-44.26627302;-20.06346846;768.81;6810;5359;1451;28;1085;0.664;0.844;0.518;Urbano;57439.5;149367.19;180251.02;120890.97;568253.6;29674;19149.88;381;7192;1936
3995;4295;São José da Barra;3162948;308,319;7480;21,57;99,2;0,739;21,28;92868,7;MG;28593,6536;27194,23969;1399,41391;São José da Barra;MG;-46.31932957;-20.72209097;705.52;2052;1504;548;7332;48200;0.722;0.876;0.637;Rural Adjacente;28530.39;453100.05;42.67;32462.11;563204.09;7323;76908.93;122;2010;629
3996;4296;São José da Lapa;3162955;47,93;24135;413,08;98,5;0,729;11,66;21422,67;MG;62391,25427;57267,94144;5123,31283;São José da Lapa;MG;-43.9599563;-19.69862682;730.52;5656;3282;2374;16;90;0.677;0.844;0.679;Urbano;10040.1;168.4;133724.24;92661.8;460751.85;22592;20394.47;365;7257;2845
3997;4297;São José da Safira;3163003;213,881;4280;19,05;95,5;0,583;18,87;8927,95;MG;20416,05364;16682,29026;3733,76338;São José da Safira;MG;-42.14641052;-18.32511746;271.34;1164;842;322;62;156;0.6;0.765;0.432;Rural Adjacente;3443.46;1850.35;11947.38;19590.08;38420.14;4289;8957.83;45;196;574
3998;4298;São José da Varginha;3163102;205,501;5079;20,43;98,4;0,704;44,44;17214,51;MG;17671,67739;13091,8561;4579,82129;São José da Varginha;MG;-44.56105973;-19.70480599;747.65;1307;755;552;134;4855;0.682;0.857;0.597;Rural Adjacente;44628.42;2280.91;15145.7;20998.05;86.05;4770;18039.62;58;713;884
3999;4299;São José do Alegre;3163201;88,794;4210;45;99,1;0,717;19,61;10113,3;MG;14623,96224;13188,04477;1435,91747;São José do Alegre;MG;-45.53018761;-22.32905525;839.75;1271;916;355;401;2897;0.676;0.837;0.652;Urbano;5.76;2.66;11641.16;17993.88;39331.28;4213;9335.69;63;948;449
4000;4300;São José do Divino;3163300;328,704;3856;11,66;97,7;0,658;23,26;9288,93;MG;15842,51284;14024,82525;1817,68759;São José do Divino;MG;-41.39120878;-18.48326332;324.66;1166;856;310;76;543;0.627;0.778;0.583;Rural Adjacente;7.17;1323.62;10660.98;19137.08;39320.56;3945;9967.19;73;354;678
4001;4301;São José do Goiabal;3163409;189,578;5387;30,55;98,8;0,666;40,82;9600,04;MG;15645,84829;14732,02072;913,82757;São José do Goiabal;MG;-42.70986013;-19.92798322;317.67;1743;1149;594;1004;6468;0.657;0.814;0.553;Rural Adjacente;9567.55;2673.11;14871.49;23067.02;52050.95;5653;9207.67;109;966;651
4002;4302;São José do Jacuri;3163508;345,146;6431;18,99;95,8;0,566;33,9;9759,43;MG;19054,51281;16384,59783;2669,91498;São José do Jacuri;MG;-42.66662677;-18.27581075;607.12;1865;617;1248;463;1130;0.582;0.749;0.417;Rural Adjacente;13757.74;6855.81;14929.51;24955.95;63.35;6660;9511.69;70;758;1079
4003;4303;São José do Mantimento;3163607;54,701;2806;47,38;95,8;0,657;58,82;11234,1;MG;13001,65486;12680,89818;320,75668;São José do Mantimento;MG;-41.74907282;-20.00599898;390.59;795;466;329;805;6091;0.612;0.823;0.562;Rural Adjacente;4.83;1370.99;7.93;13745.25;28.79;2771;10391.02;28;407;676
4004;4304;São Lourenço;3163706;58,019;46202;717,99;98,3;0,759;14,84;21489,99;MG;147525,2963;137682,3129;9842,9834;São Lourenço;MG;-45.0533731;-22.11776867;888.72;13662;13662;;37;405;0.746;0.871;0.673;Urbano;1715.32;63393.89;576631.22;193424.86;916811.15;45128;20315.79;1684;13871;8178
4005;4305;São Miguel do Anta;3163805;152,111;6944;44,44;98,5;0,644;16,95;10988,71;MG;17831,28522;15368,31821;2462,96701;São Miguel do Anta;MG;-42.72089905;-20.70591759;688.77;2064;1164;900;2765;13691;0.616;0.828;0.523;Rural Adjacente;17576.08;3972.1;20570.35;27984.15;73022.16;7032;10384.27;97;1264;1427
4006;4306;São Pedro da União;3163904;260,827;4610;19,32;96,2;0,674;32,79;19982,92;MG;17529,06787;14496,48203;3032,58584;São Pedro da União;MG;-46.62132689;-21.1334585;1002.14;1750;984;766;8150;63030;0.68;0.836;0.539;Rural Adjacente;40862.34;4396.71;30607.75;21272.8;101135.08;4944;20456.13;93;1581;1125
4007;4307;São Pedro dos Ferros;3164001;402,739;7706;20,75;97,3;0,659;12,99;13455,43;MG;17776,64188;15231,95253;2544,68935;São Pedro dos Ferros;MG;-42.52390093;-20.17190982;368.06;2548;2101;447;4430;20977;0.631;0.789;0.576;Rural Adjacente;25459.44;11918.82;36567.32;31.39;112.5;8231;13667.96;121;1368;752
4008;4308;São Pedro do Suaçuí;3164100;308,106;5202;18,08;96,9;0,622;15,15;10546,8;MG;16105,15783;14081,95116;2023,20667;São Pedro do Suaçuí;MG;-42.60023194;-18.36550576;518.56;1656;704;952;555;1240;0.611;0.785;0.501;Rural Adjacente;7.53;6178.52;19021.9;21471.17;57.84;5522;10474.76;67;633;684
4009;4309;São Romão;3164209;2434,004;12529;4,22;97,4;0,64;18,18;11659,41;MG;26859,10115;23801,28935;3057,8118;São Romão;MG;-45.0691352;-16.36863922;487.58;2428;1594;834;12570;53290;0.586;0.787;0.568;Rural Adjacente;80270.11;9844.08;34895.49;44036.7;175821.5;11727;14992.88;121;781;974
4010;4310;São Roque de Minas;3164308;2098,867;7076;3,19;98;0,672;15,87;27366,86;MG;23208,55225;22611,17045;597,3818;São Roque de Minas;MG;-46.36899493;-20.25067081;838.21;2289;1493;796;9630;79455;0.699;0.838;0.517;Rural Adjacente;85.92;18575.4;48.13;29.38;192115.23;7064;27196.38;209;2091;1372
4011;4311;São Sebastião da Bela Vista;3164407;167,428;5552;29,6;97,6;0,692;11,9;62462,42;MG;21268,22069;18854,03613;2414,18456;São Sebastião da Bela Vista;MG;-45.75478921;-22.15500579;830.03;1557;911;646;2264;15673;0.687;0.848;0.569;Rural Adjacente;13680.41;20063.72;152131.13;23437.83;257760.27;5394;47786.48;122;1144;467
4012;4312;São Sebastião da Vargem Alegre;3164431;73,629;3024;38;97,7;0,66;33,33;15350,37;MG;16613,15996;14125,55814;2487,60182;São Sebastião da Vargem Alegre;MG;-42.63866589;-21.07383034;778.2;932;542;390;969;7964;0.631;0.827;0.552;Rural Adjacente;14406.44;7514.29;11242.79;16381.65;50801.35;2990;16990.42;70;629;581
4013;4313;São Sebastião do Anta;3164472;80,618;6627;71,19;98,4;0,607;12,66;10619,29;MG;17233,06927;16549,01414;684,05513;São Sebastião do Anta;MG;-41.9795989;-19.50010709;764.93;1715;1279;436;3193;36290;0.597;0.766;0.49;Rural Adjacente;8507.22;2.63;14753.63;25913.83;53208.73;6355;8372.73;69;981;1304
4014;4314;São Sebastião do Maranhão;3164506;517,83;9963;20,56;96;0,581;32,61;6960,99;MG;20752,20609;19116,88992;1635,31617;São Sebastião do Maranhão;MG;-42.5657457;-18.09137151;522.17;2926;973;1953;1081;2867;0.564;0.816;0.427;Rural Adjacente;10112.82;2.31;17489.67;37660.28;69593.54;10564;6587.8;81;774;1541
4015;4315;São Sebastião do Oeste;3164605;408,09;6863;14,22;97,3;0,626;29,13;45790,88;MG;34814,55318;25357,27354;9457,27964;São Sebastião do Oeste;MG;-45.00313399;-20.2740952;784.29;1849;976;873;235;799;0.678;0.832;0.434;Rural Adjacente;57256.88;86731.04;71.9;33827.02;283283.63;6512;43501.79;132;1361;802
4016;4316;São Sebastião do Paraíso;3164704;814,925;71445;79,74;97,8;0,722;5,42;27468,44;MG;187863,053;180956,6738;6906,37922;São Sebastião do Paraíso;MG;-46.98647183;-20.91806545;980.86;20749;19242;1507;23014;239698;0.735;0.836;0.613;Urbano;133389.14;268365.92;762617.34;278562.67;1628092.95;70066;23236.56;2333;27159;10659
4017;4317;São Sebastião do Rio Preto;3164803;128,002;1492;12,6;95,9;0,632;76,92;11863,16;MG;11215,93404;9365,67823;1850,25581;São Sebastião do Rio Preto;MG;-43.17473442;-19.28576667;483.09;518;298;220;22;85;0.662;0.809;0.472;Rural Adjacente;1802.67;624.75;4.5;10725.26;18122.85;1591;11390.85;22;176;234
4018;4318;São Sebastião do Rio Verde;3164902;90,848;2250;23,23;98,8;0,676;58,82;12084,18;MG;12883,91577;11620,58625;1263,32952;São Sebastião do Rio Verde;MG;-44.97773605;-22.21505623;886.64;682;426;256;367;914;0.645;0.845;0.568;Rural Adjacente;3444.92;1.26;7210.34;12020.76;24.8;2239;11075.41;46;476;251
4019;4319;São Tiago;3165008;572,4;10960;18,45;97;0,662;31,01;14582,2;MG;25227,02233;20751,69086;4475,33147;São Tiago;MG;-44.50399244;-20.90094635;1078.95;3326;2679;647;939;7359;0.66;0.825;0.533;Rural Adjacente;28065.6;27974.93;53849.6;41046.85;162191.39;11046;14683.27;292;3274;1087
4020;4320;São Tomás de Aquino;3165107;277,928;7000;25,52;97,6;0,7;11,49;19159,53;MG;22196,75449;19934,32606;2262,42843;São Tomás de Aquino;MG;-47.09678297;-20.78499439;971.82;2269;1791;478;9110;92976;0.692;0.874;0.568;Rural Adjacente;63175.94;10214.83;42013.65;28.42;149658.65;7230;20699.68;156;2279;434
4021;4322;São Vicente de Minas;3165305;392,651;7815;17,85;97,6;0,715;12,82;21262,38;MG;19848,51173;16788,17759;3060,33414;São Vicente de Minas;MG;-44.4546835;-21.69747184;998.99;2054;1837;217;4350;17263;0.673;0.845;0.644;Intermediário Adjacente;32997.68;22007.59;47.81;29779.5;143643.48;7614;18865.71;199;1697;444
4022;4323;Sapucaí-Mirim;3165404;285,073;6989;21,89;98,2;0,68;12,5;14190,63;MG;18757,80355;16250,30968;2507,49387;Sapucaí-Mirim;MG;-45.74092574;-22.75159638;941.86;1993;1206;787;26;332;0.664;0.842;0.563;Rural Adjacente;10652.97;7012.74;36549.31;27346.13;89903.21;6796;13228.84;141;2157;778
4023;4324;Sardoá;3165503;141,904;6361;39,42;97,3;0,636;12,82;9503,11;MG;17628,89348;13360,74022;4268,15326;Sardoá;MG;-42.36612922;-18.78326535;664.61;1501;567;934;330;573;0.594;0.812;0.533;Rural Adjacente;7751.35;2777.06;17.7;26974.96;57491.98;6142;9360.47;89;1020;1664
4024;4325;Sarzedo;3165537;62,134;33413;415,46;99;0,734;9,21;28837,28;MG;106651,1793;91991,12062;14660,05872;Sarzedo;MG;-44.14586736;-20.03453492;787.7;7340;7249;91;37;159;0.706;0.871;0.643;Urbano;3379.41;320517.01;237872.48;137.45;774546.72;30478;25413.31;578;8871;2094
4025;4326;Setubinha;3165552;534,655;12378;20,36;95,1;0,542;29,41;7193,51;MG;22364,07646;21699,77833;664,29813;Setubinha;MG;-42.16643831;-17.59701902;782.83;2558;751;1807;2203;5452;0.536;0.743;0.4;Rural Adjacente;13425.56;1833;13863.3;41662.91;72176.51;11952;6038.86;63;475;815
4026;4327;Sem-Peixe;3165560;176,634;2606;16,12;99,7;0,654;71,43;10777,22;MG;12857,08414;11836,00156;1021,08258;Sem-Peixe;MG;-42.84190173;-20.10253637;392.75;931;493;438;474;1615;0.623;0.826;0.543;Rural Adjacente;5428.82;1992.58;7022.72;13971.07;29247.28;2794;10467.89;44;362;414
4027;4328;Senador Amaral;3165578;151,097;5361;34,54;98,9;0,661;9,17;10289,83;MG;17327,3041;14734,43624;2592,86786;Senador Amaral;MG;-46.18023359;-22.58872157;1495.64;1583;946;637;369;4346;0.623;0.821;0.564;Rural Adjacente;16106.37;3037.68;15279.85;22699.97;58867.14;5429;10843.09;72;1452;906
4028;4329;Senador Cortes;3165602;98,336;2003;20,22;99,3;0,674;38,46;13078,74;MG;13341,09759;12153,05676;1188,04083;Senador Cortes;MG;-42.9443321;-21.80251696;569.12;632;486;146;99;346;0.689;0.834;0.534;Rural Adjacente;2.84;1478.82;7074.94;11317.4;23730.2;2048;11587.01;31;462;199
4029;4330;Senador Firmino;3165701;166,495;7858;43,42;93,6;0,644;10,99;9265,62;MG;20828,31999;18741,43026;2086,88973;Senador Firmino;MG;-43.10413039;-20.9180596;770.89;2293;1555;738;370;1635;0.639;0.829;0.505;Rural Adjacente;6640.23;2820.99;29608.44;29869.01;71.67;7747;9251.77;148;2112;2613
4030;4331;Senador José Bento;3165800;93,892;1461;19,9;100;0,684;133,33;13565,68;MG;12073,60053;10769,96846;1303,63207;Senador José Bento;MG;-46.1794727;-22.16660668;865.71;632;239;393;771;6643;0.663;0.824;0.585;Rural Adjacente;8975.75;1025.74;6410.77;10140.1;27237.56;1703;15993.87;26;380;91
4031;4332;Senador Modestino Gonçalves;3165909;952,055;4105;4,8;98,7;0,62;29,41;20881,59;MG;16222,07621;14318,00812;1904,06809;Senador Modestino Gonçalves;MG;-43.22297547;-17.94602467;781.43;1321;538;783;835;1707;0.566;0.782;0.539;Rural Adjacente;4.91;1911.38;10142.86;20026.18;38170.62;4446;8585.38;58;475;498
4032;4333;Senhora de Oliveira;3166006;170,749;5786;33,28;96;0,631;69,77;11589,03;MG;16781,31465;15740,97866;1040,33599;Senhora de Oliveira;MG;-43.33773199;-20.79389976;726.84;1639;979;660;571;2680;0.603;0.801;0.521;Rural Adjacente;19249.82;3.11;21.53;23222.71;69868.17;5886;11870.23;98;1083;869
4033;4334;Senhora do Porto;3166105;381,328;3519;9,17;97,7;0,565;43,48;10407,41;MG;15775,7016;13988,42704;1787,27456;Senhora do Porto;MG;-43.08175572;-18.89800802;605.24;1036;396;640;150;412;0.595;0.802;0.378;Rural Adjacente;5147.64;1234.59;9636.13;17.35;34839.98;3600;9677.77;28;455;534
4034;4335;Senhora dos Remédios;3166204;237,815;10467;42,87;97,4;0,626;9,43;7463,52;MG;19221,03346;17431,38785;1789,64561;Senhora dos Remédios;MG;-43.58638195;-21.03308296;831.86;2995;1113;1882;1526;3868;0.578;0.776;0.548;Rural Adjacente;16463.62;6286.42;25564.21;37505.22;88477.89;10604;8343.82;134;1977;2185
4035;4336;Sericita;3166303;166,012;7333;42,94;93,9;0,56;18,35;9538,21;MG;18277,07291;18068,00345;209,06946;Sericita;MG;-42.48200727;-20.47155535;701.46;2105;1151;954;3481;24032;0.602;0.776;0.375;Rural Adjacente;24598.68;11916.95;17579.91;28814.83;84.62;7420;11404.38;125;1613;1628
4036;4337;Seritinga;3166402;114,769;1854;15,59;97,4;0,66;62,5;17625,9;MG;13292,72922;11009,2207;2283,50852;Seritinga;MG;-44.52144535;-21.91134928;979.35;577;477;100;70;192;0.657;0.853;0.512;Rural Adjacente;9021.99;1487.32;10048.3;11118.16;33.27;1870;17788.9;56;483;132
4037;4338;Serra Azul de Minas;3166501;218,595;4292;19,31;90,8;0,557;31,25;7279,88;MG;14155,52592;11750,26831;2405,25761;Serra Azul de Minas;MG;-43.17445931;-18.36227972;722.9;1118;502;616;311;328;0.537;0.809;0.398;Rural Adjacente;3329.23;1246.53;7.12;19056.86;31612.2;4368;7237.23;38;304;570
4038;4339;Serra da Saudade;3166600;335,659;776;2,43;96,5;0,677;166,67;23499,28;MG;13396,82615;12774,54748;622,27867;Serra da Saudade;MG;-45.79658957;-19.44056225;728.09;290;194;96;28;121;0.663;0.863;0.542;Rural Adjacente;4.16;0.79;4285.82;8241.93;17902.2;815;21965.89;15;248;33
4039;4340;Serra dos Aimorés;3166709;213,574;8713;39,39;97,5;0,651;13,33;9492,86;MG;18271,71891;14965,3523;3306,36661;Serra dos Aimorés;MG;-40.24316857;-17.78574702;187.14;2682;2183;499;1871;12038;0.653;0.784;0.539;Intermediário Adjacente;9661.68;24503.77;24466.62;32313.84;96566.62;8789;10987.21;80;805;769
4040;4341;Serra do Salitre;3166808;1295,272;11668;8,14;97,2;0,696;11,3;30096,24;MG;46777,66783;37925,87372;8851,79411;Serra do Salitre;MG;-46.69210873;-19.11179576;1189.41;3276;2366;910;45622;229293;0.722;0.852;0.549;Rural Adjacente;229998.13;28175.74;86.25;48558.18;406546.05;11410;35630.68;256;3215;920
4041;4342;Serrania;3166907;209,27;7668;36,04;96,2;0,677;9,17;15957,83;MG;20684,43174;18696,78968;1987,64206;Serrania;MG;-46.04314494;-21.54668065;870.49;2230;1962;268;6573;54923;0.655;0.833;0.569;Intermediário Adjacente;30921.11;11877.65;40712.9;29.8;120241.69;7804;15407.7;138;1958;622
4042;4343;Serranópolis de Minas;3166956;551,954;4809;8,02;99,3;0,633;60;7317,87;MG;16000,8826;14360,17456;1640,70804;Serranópolis de Minas;MG;-42.87438639;-15.80878378;627.14;1288;523;765;571;414;0.608;0.773;0.539;Rural Adjacente;2636.68;1379.43;6713.58;20153.47;31.8;4741;6706.58;52;297;896
4043;4344;Serranos;3167004;213,173;1956;9,36;97,1;0,643;35,71;13743,34;MG;14671,1887;12387,15762;2284,03108;Serranos;MG;-44.50675416;-21.8887818;957.99;638;511;127;216;875;0.638;0.834;0.499;Rural Adjacente;6889.02;0.88;7610.75;11.24;27.51;2026;13577.18;43;485;199
4044;4345;Serro;3167103;1217,813;20940;17,11;97,9;0,656;15,15;10477,27;MG;41371,35969;35720,65236;5650,70733;Serro;MG;-43.38863127;-18.60444225;804.38;5622;3654;1968;1119;2300;0.65;0.834;0.52;Rural Adjacente;19153.68;11916.06;98216.34;74980.67;219549.03;21431;10244.46;377;3381;2413
4045;4346;Sete Lagoas;3167202;536,928;241835;398,32;98,6;0,76;12,14;34977,38;MG;653998,9428;601259,9019;52739,04098;Sete Lagoas;MG;-44.23959462;-19.45828742;781.57;63217;61660;1557;302;1151;0.742;0.84;0.705;Urbano;24268.24;2209817.31;2989019.09;949059.74;7270911.68;234221;31042.95;6293;70117;33049
4046;4347;Silveirânia;3167301;157,456;2264;13,92;94,5;0,652;35,71;11794,57;MG;12570,59233;10655,40001;1915,19232;Silveirânia;MG;-43.21787847;-21.16463754;501.28;736;486;250;96;284;0.645;0.841;0.511;Rural Adjacente;4.39;1187.14;6305.72;12115.74;24798.18;2287;10843.11;45;466;363
4047;4348;Silvianópolis;3167400;312,166;6248;19,31;98,4;0,699;12,82;19151,35;MG;17131,71709;14617,47533;2514,24176;Silvianópolis;MG;-45.83244715;-22.02799726;862.63;1987;1212;775;3402;21592;0.706;0.865;0.559;Rural Adjacente;23162.56;26760.42;35258.02;25670.98;119956.69;6299;19043.77;146;1611;724
4048;4349;Simão Pereira;3167509;135,689;2618;18,7;91,8;0,638;45,45;27469,64;MG;17383,35482;14959,24983;2424,10499;Simão Pereira;MG;-43.31495581;-21.96485679;478.98;756;455;301;97;396;0.645;0.843;0.478;Urbano;2880.74;24198.2;11804.87;15493.82;57.74;2646;21819.89;56;1382;266
4049;4350;Simonésia;3167608;486,543;19736;37,61;97,7;0,632;6,49;9696,43;MG;35526,17988;31760,27584;3765,90404;Simonésia;MG;-42.00385675;-20.1220296;578.58;5449;2296;3153;12211;94076;0.622;0.823;0.493;Rural Adjacente;32267.35;8377.08;56129.66;68.91;174262.33;19530;8922.8;262;3860;4487
4050;4351;Sobrália;3167707;206,787;5514;28,19;98;0,631;50,85;8739,94;MG;16698,00689;18280,09297;-1582,08608;Sobrália;MG;-42.09865384;-19.23554929;274.7;1829;1301;528;95;175;0.611;0.805;0.51;Rural Adjacente;6.65;2442.33;15338.48;23368.07;49.48;5816;8507.78;59;880;795
4051;4352;Soledade de Minas;3167806;196,866;6189;28,83;97,1;0,697;14,93;9464,16;MG;16804,8844;15294,96283;1509,92157;Soledade de Minas;MG;-45.04102264;-22.05920641;922.1;1842;1239;603;1214;6153;0.673;0.831;0.606;Rural Adjacente;8.56;2498.7;16524.58;24644.85;53955.99;6094;8853.95;89;1121;838
4052;4353;Tabuleiro;3167905;211,084;3708;19,32;99,6;0,681;76,92;12468,04;MG;14642,46631;12846,86803;1795,59828;Tabuleiro;MG;-43.24560526;-21.35757766;518.52;1355;927;428;93;342;0.666;0.821;0.578;Rural Adjacente;7477.08;6679.81;16.03;16.82;50138.86;3991;12562.98;85;968;491
4053;4354;Taiobeiras;3168002;1220,046;34397;25,88;98,3;0,67;20,92;12995,29;MG;68330,103;65426,87772;2903,22528;Taiobeiras;MG;-42.22791555;-15.81152144;821.67;8903;7271;1632;2240;11539;0.639;0.815;0.578;Urbano;26125.72;31388.27;185484.9;124881;396170.6;33576;11799.22;976;6510;10598
4054;4355;Taparuba;3168051;193,082;3101;16,25;97,6;0,645;27,03;11445,79;MG;14570,58495;13582,31601;988,26894;Taparuba;MG;-41.61585813;-19.76146958;214.53;1093;499;594;396;2487;0.604;0.799;0.557;Rural Adjacente;7.17;2164.88;8328.94;14799.89;33696.37;3199;10533.41;29;445;501
4055;4356;Tapira;3168101;1179,248;4832;3,49;97,2;0,712;19,23;146514,59;MG;49676,28838;39048,56722;10627,72116;Tapira;MG;-46.82191536;-19.92557922;1087.1;1290;865;425;8305;74534;0.759;0.847;0.561;Rural Adjacente;61834.54;309942.23;98376.17;30523.09;547530.41;4598;119080.12;64;1094;394
4056;4357;Tapiraí;3168200;407,92;1872;4,59;95,7;0,667;66,67;17464,56;MG;13058,15195;11389,23605;1668,9159;Tapiraí;MG;-46.01857021;-19.88580561;664.01;665;398;267;1067;13387;0.67;0.847;0.522;Rural Adjacente;24845.98;1894;7888.34;11.32;46.78;1921;24354.4;19;333;140
4057;4358;Taquaraçu de Minas;3168309;329,287;4099;11,52;98,8;0,651;29,41;11591,17;MG;16521,7331;15264,71496;1257,01814;Taquaraçu de Minas;MG;-43.68714279;-19.67384805;731.5;1164;552;612;219;2236;0.643;0.818;0.525;Rural Adjacente;6044.49;3593.44;15087.03;20862.64;48171.17;4053;11885.31;66;687;341
4058;4359;Tarumirim;3168408;731,753;14302;19,53;97,1;0,633;7,19;9383,07;MG;27872,79852;27791,70862;81,0899;Tarumirim;MG;-42.00773458;-19.28149487;298.68;4529;2599;1930;523;1186;0.614;0.829;0.499;Rural Adjacente;16677.37;7.85;53811.96;53699.6;138.44;14670;9436.77;277;2125;2123
4059;4360;Teixeiras;3168507;166,735;11670;68,1;96,5;0,675;8,33;11066,83;MG;25031,46145;23758,82411;1272,63734;Teixeiras;MG;-42.8626438;-20.64906653;662.2;3648;2508;1140;2088;8668;0.685;0.804;0.558;Rural Adjacente;18.16;8211.54;48915.38;42957.19;124349.59;11815;10524.72;223;3063;2734
4060;4361;Teófilo Otoni;3168606;3242,27;140937;41,56;96,6;0,701;18,33;16667,07;MG;324391,1615;328171,3582;-3780,19667;Teófilo Otoni;MG;-41.50963517;-17.86253981;353;40476;33396;7080;711;6579;0.698;0.824;0.598;Urbano;69.25;256135.52;1293781.56;520565.25;2346.41;141502;16582.17;3211;25225;24115
